Time,Pitch,Roll
128.740,6.58,16.53
128.790,6.59,16.52
128.840,6.57,16.52
128.890,6.55,16.52
128.940,6.55,16.53
128.990,6.56,16.54
129.040,6.57,16.56
129.090,6.56,16.58
129.140,6.55,16.59
129.190,6.53,16.57
129.240,6.52,16.57
129.290,6.52,16.57
129.340,6.53,16.57
129.390,6.52,16.54
129.440,6.50,16.54
129.490,6.52,16.52
129.540,6.53,16.49
129.590,6.54,16.49
129.700,6.61,16.48
129.750,6.61,16.49
129.800,6.60,16.50
129.850,6.61,16.51
129.900,6.60,16.51
129.950,6.60,16.50
130.000,6.62,16.49
130.050,6.59,16.52
130.100,6.58,16.53
130.150,6.60,16.53
130.200,6.61,16.54
130.250,6.62,16.53
130.300,6.63,16.54
130.350,6.59,16.55
130.400,6.59,16.54
130.450,6.60,16.54
130.500,6.61,16.52
130.550,6.62,16.51
130.600,6.60,16.52
130.650,6.57,16.52
130.700,6.57,16.53
130.750,6.58,16.51
130.800,6.58,16.51
130.850,6.60,16.50
130.900,6.60,16.51
130.950,6.57,16.51
131.080,6.67,16.53
131.130,6.64,16.55
131.180,6.64,16.58
131.230,6.65,16.56
131.280,6.62,16.57
131.330,6.60,16.56
131.380,6.60,16.56
131.430,6.58,16.60
131.480,6.59,16.57
131.530,6.56,16.57
131.580,6.54,16.57
131.630,6.54,16.57
131.680,6.54,16.55
131.730,6.55,16.56
131.780,6.55,16.58
131.830,6.55,16.58
131.880,6.55,16.58
131.930,6.53,16.55
131.980,6.52,16.52
132.030,6.53,16.51
132.080,6.53,16.50
132.130,6.52,16.51
132.180,6.54,16.51
132.230,6.55,16.51
132.280,6.55,16.52
132.330,6.55,16.52
132.510,6.73,16.48
132.560,6.72,16.47
132.610,6.69,16.47
132.660,6.72,16.47
132.710,6.70,16.49
132.760,6.70,16.48
132.810,6.70,16.46
132.860,6.69,16.46
132.910,6.67,16.45
132.960,6.67,16.46
133.010,6.66,16.48
133.060,6.66,16.49
133.110,6.63,16.51
133.160,6.63,16.52
133.210,6.63,16.52
133.260,6.61,16.51
133.310,6.59,16.52
133.360,6.59,16.51
133.410,6.58,16.52
133.460,6.58,16.54
133.510,6.57,16.53
133.560,6.57,16.52
133.610,6.55,16.52
133.660,6.54,16.52
133.710,6.54,16.51
133.760,6.53,16.53
133.870,6.60,16.53
133.920,6.60,16.52
133.970,6.61,16.51
134.020,6.59,16.51
134.070,6.59,16.50
134.120,6.58,16.51
134.170,6.57,16.53
134.220,6.57,16.53
134.270,6.57,16.54
134.320,6.56,16.56
134.370,6.55,16.55
134.420,6.53,16.53
134.470,6.53,16.54
134.520,6.53,16.53
134.570,6.53,16.53
134.620,6.52,16.54
134.670,6.53,16.55
134.720,6.51,16.55
134.770,6.53,16.56
134.820,6.53,16.55
134.870,6.54,16.57
134.920,6.56,16.56
134.970,6.55,16.57
135.020,6.55,16.56
135.070,6.56,16.56
135.120,6.55,16.57
135.240,6.63,16.59
135.290,6.63,16.60
135.340,6.63,16.58
135.390,6.62,16.57
135.440,6.60,16.56
135.490,6.59,16.56
135.540,6.58,16.57
135.590,6.57,16.58
135.640,6.55,16.59
135.690,6.57,16.57
135.740,6.58,16.58
135.790,6.58,16.56
135.840,6.60,16.58
135.890,6.61,16.58
135.940,6.60,16.59
135.990,6.61,16.58
136.040,6.59,16.57
136.090,6.59,16.56
136.140,6.57,16.55
136.190,6.57,16.54
136.240,6.58,16.55
136.290,6.57,16.53
136.340,6.57,16.56
136.390,6.57,16.56
136.440,6.58,16.55
136.490,6.58,16.56
136.600,6.63,16.56
136.650,6.61,16.56
136.700,6.60,16.55
136.750,6.62,16.55
136.800,6.62,16.55
136.850,6.60,16.55
136.900,6.59,16.55
136.950,6.59,16.56
137.000,6.59,16.57
137.050,6.60,16.57
137.100,6.61,16.57
137.150,6.59,16.57
137.200,6.58,16.58
137.250,6.58,16.58
137.300,6.57,16.59
137.350,6.56,16.59
137.400,6.56,16.62
137.450,6.57,16.62
137.500,6.59,16.62
137.550,6.57,16.63
137.600,6.58,16.62
137.650,6.57,16.61
137.700,6.56,16.60
137.750,6.57,16.61
137.800,6.57,16.60
137.850,6.56,16.57
137.960,6.62,16.56
138.010,6.62,16.57
138.060,6.62,16.57
138.110,6.61,16.56
138.160,6.61,16.57
138.210,6.60,16.57
138.260,6.59,16.54
138.310,6.60,16.55
138.360,6.59,16.52
138.410,6.60,16.52
138.460,6.60,16.53
138.510,6.58,16.53
138.560,6.59,16.52
138.610,6.61,16.52
138.660,6.60,16.53
138.710,6.62,16.53
138.760,6.60,16.52
138.810,6.58,16.51
138.860,6.57,16.53
138.910,6.58,16.51
138.960,6.58,16.51
139.010,6.56,16.52
139.060,6.55,16.51
139.110,6.53,16.52
139.160,6.52,16.53
139.210,6.53,16.53
139.330,6.60,16.55
139.380,6.60,16.55
139.430,6.58,16.52
139.480,6.57,16.50
139.530,6.56,16.54
139.580,6.55,16.50
139.630,6.55,16.49
139.680,6.53,16.52
139.730,6.53,16.52
139.780,6.54,16.53
139.830,6.51,16.53
139.880,6.51,16.53
139.930,6.51,16.53
139.980,6.52,16.53
140.030,6.52,16.56
140.080,6.51,16.53
140.130,6.53,16.51
140.180,6.51,16.50
140.230,6.49,16.48
140.280,6.49,16.49
140.330,6.49,16.49
140.380,6.48,16.50
140.430,6.49,16.51
140.480,6.49,16.50
140.530,6.51,16.49
140.580,6.51,16.46
140.700,6.59,16.45
140.750,6.58,16.46
140.800,6.58,16.49
140.850,6.57,16.48
140.900,6.58,16.50
140.950,6.58,16.49
141.000,6.58,16.49
141.050,6.59,16.48
141.100,6.57,16.49
141.150,6.55,16.52
141.200,6.52,16.52
141.250,6.52,16.52
141.300,6.48,16.50
141.350,6.49,16.49
141.400,6.51,16.51
141.450,6.52,16.51
141.500,6.51,16.51
141.550,6.51,16.53
141.600,6.51,16.53
141.650,6.52,16.53
141.700,6.52,16.54
141.750,6.52,16.55
141.800,6.52,16.54
141.850,6.52,16.53
141.900,6.50,16.53
141.950,6.50,16.53
142.070,6.59,16.55
142.120,6.59,16.55
142.170,6.58,16.54
142.220,6.56,16.55
142.270,6.55,16.55
142.320,6.54,16.54
142.370,6.55,16.56
142.420,6.54,16.56
142.470,6.55,16.57
142.520,6.55,16.56
142.570,6.54,16.54
142.620,6.55,16.54
142.670,6.55,16.56
142.720,6.56,16.54
142.770,6.55,16.52
142.820,6.54,16.54
142.870,6.54,16.54
142.920,6.56,16.54
142.970,6.58,16.52
143.020,6.55,16.52
143.070,6.56,16.51
143.120,6.57,16.50
143.170,6.55,16.51
143.220,6.53,16.50
143.270,6.52,16.50
143.320,6.53,16.51
143.480,6.68,16.52
143.530,6.67,16.51
143.580,6.66,16.51
143.630,6.66,16.51
143.680,6.64,16.51
143.730,6.63,16.50
143.780,6.63,16.50
143.830,6.61,16.50
143.880,6.59,16.50
143.930,6.59,16.52
143.980,6.58,16.50
144.030,6.56,16.50
144.080,6.56,16.48
144.130,6.55,16.48
144.180,6.54,16.48
144.230,6.53,16.46
144.280,6.50,16.49
144.330,6.51,16.49
144.380,6.51,16.50
144.430,6.50,16.51
144.480,6.51,16.52
144.530,6.51,16.51
144.580,6.51,16.50
144.630,6.51,16.49
144.680,6.53,16.48
144.730,6.52,16.48
144.920,6.67,16.50
144.970,6.67,16.49
145.020,6.67,16.50
145.070,6.66,16.50
145.120,6.65,16.52
145.170,6.62,16.52
145.220,6.61,16.54
145.270,6.60,16.52
145.320,6.57,16.51
145.370,6.55,16.51
145.420,6.53,16.51
145.470,6.53,16.48
145.520,6.53,16.48
145.570,6.50,16.47
145.620,6.48,16.48
145.670,6.46,16.49
145.720,6.46,16.50
145.770,6.46,16.49
145.820,6.44,16.48
145.870,6.45,16.48
145.920,6.47,16.48
145.970,6.47,16.48
146.020,6.44,16.50
146.070,6.46,16.50
146.120,6.46,16.50
146.170,6.46,16.50
146.260,6.52,16.48
146.310,6.50,16.46
146.360,6.51,16.45
146.410,6.52,16.46
146.460,6.50,16.46
146.510,6.50,16.47
146.560,6.50,16.49
146.610,6.49,16.48
146.660,6.51,16.48
146.710,6.51,16.48
146.760,6.51,16.47
146.810,6.51,16.50
146.860,6.49,16.49
146.910,6.49,16.50
146.960,6.48,16.50
147.010,6.49,16.51
147.060,6.48,16.53
147.110,6.47,16.53
147.160,6.48,16.51
147.210,6.46,16.51
147.260,6.44,16.50
147.310,6.45,16.49
147.360,6.44,16.47
147.410,6.44,16.47
147.460,6.45,16.46
147.510,6.46,16.46
147.610,6.53,16.47
147.660,6.56,16.47
147.710,6.58,16.47
147.760,6.58,16.48
147.810,6.59,16.49
147.860,6.57,16.49
147.910,6.57,16.48
147.960,6.58,16.48
148.010,6.59,16.49
148.060,6.59,16.50
148.110,6.60,16.50
148.160,6.60,16.48
148.210,6.60,16.46
148.260,6.60,16.48
148.310,6.59,16.51
148.360,6.61,16.50
148.410,6.60,16.49
148.460,6.59,16.47
148.510,6.62,16.50
148.560,6.61,16.48
148.610,6.57,16.52
148.660,6.58,16.53
148.710,6.57,16.51
148.760,6.55,16.51
148.810,6.56,16.51
148.860,6.54,16.51
148.970,6.59,16.51
149.020,6.57,16.51
149.070,6.55,16.50
149.120,6.56,16.49
149.170,6.55,16.49
149.220,6.54,16.48
149.270,6.51,16.46
149.320,6.51,16.47
149.370,6.50,16.46
149.420,6.52,16.48
149.470,6.52,16.50
149.520,6.50,16.48
149.570,6.50,16.49
149.620,6.51,16.51
149.670,6.51,16.50
149.720,6.51,16.50
149.770,6.50,16.50
149.820,6.50,16.53
149.870,6.52,16.53
149.920,6.48,16.53
149.970,6.48,16.55
150.020,6.47,16.53
150.070,6.47,16.52
150.120,6.49,16.53
150.170,6.48,16.53
150.220,6.49,16.52
150.330,6.57,16.54
150.380,6.56,16.54
150.430,6.55,16.53
150.480,6.55,16.54
150.530,6.54,16.54
150.580,6.51,16.54
150.630,6.52,16.55
150.680,6.51,16.54
150.730,6.51,16.55
150.780,6.51,16.54
150.830,6.52,16.53
150.880,6.52,16.54
150.930,6.53,16.55
150.980,6.54,16.56
151.030,6.52,16.56
151.080,6.52,16.57
151.130,6.51,16.58
151.180,6.51,16.57
151.230,6.50,16.58
151.280,6.52,16.57
151.330,6.51,16.56
151.380,6.52,16.56
151.430,6.51,16.54
151.480,6.51,16.52
151.530,6.52,16.54
151.580,6.52,16.54
151.700,6.57,16.55
151.750,6.57,16.55
151.800,6.55,16.56
151.850,6.57,16.59
151.900,6.55,16.59
151.950,6.55,16.59
152.000,6.54,16.56
152.050,6.55,16.55
152.100,6.55,16.55
152.150,6.55,16.55
152.200,6.55,16.54
152.250,6.54,16.54
152.300,6.55,16.55
152.350,6.55,16.54
152.400,6.55,16.55
152.450,6.55,16.58
152.500,6.56,16.59
152.550,6.57,16.60
152.600,6.56,16.58
152.650,6.54,16.57
152.700,6.53,16.58
152.750,6.54,16.56
152.800,6.51,16.55
152.850,6.49,16.58
152.900,6.49,16.57
152.950,6.50,16.55
153.070,6.57,16.56
153.120,6.56,16.53
153.170,6.55,16.53
153.220,6.56,16.54
153.270,6.58,16.54
153.320,6.57,16.54
153.370,6.55,16.53
153.420,6.54,16.51
153.470,6.55,16.52
153.520,6.55,16.53
153.570,6.56,16.54
153.620,6.56,16.55
153.670,6.56,16.56
153.720,6.55,16.54
153.770,6.56,16.55
153.820,6.54,16.56
153.870,6.53,16.56
153.920,6.52,16.57
153.970,6.51,16.60
154.020,6.54,16.61
154.070,6.54,16.60
154.120,6.54,16.59
154.170,6.54,16.59
154.220,6.53,16.61
154.270,6.55,16.61
154.320,6.55,16.60
154.500,6.69,16.64
154.550,6.68,16.64
154.600,6.66,16.63
154.650,6.63,16.63
154.700,6.62,16.63
154.750,6.61,16.63
154.800,6.62,16.63
154.850,6.62,16.64
154.900,6.60,16.64
154.950,6.59,16.63
155.000,6.57,16.63
155.050,6.57,16.63
155.100,6.56,16.61
155.150,6.55,16.60
155.200,6.54,16.58
155.250,6.55,16.57
155.300,6.55,16.56
155.350,6.54,16.56
155.400,6.55,16.55
155.450,6.55,16.54
155.500,6.55,16.52
155.550,6.55,16.52
155.600,6.54,16.52
155.650,6.52,16.54
155.700,6.50,16.54
155.750,6.49,16.54
155.850,6.54,16.53
155.900,6.53,16.54
155.950,6.53,16.55
156.000,6.52,16.56
156.050,6.51,16.56
156.100,6.52,16.55
156.150,6.53,16.56
156.200,6.50,16.56
156.250,6.50,16.56
156.300,6.49,16.55
156.350,6.50,16.56
156.400,6.50,16.56
156.450,6.50,16.56
156.500,6.50,16.56
156.550,6.50,16.55
156.600,6.50,16.55
156.650,6.51,16.56
156.700,6.51,16.55
156.750,6.50,16.57
156.800,6.51,16.57
156.850,6.51,16.56
156.900,6.48,16.54
156.950,6.47,16.53
157.000,6.48,16.53
157.050,6.48,16.55
157.100,6.47,16.54
157.220,6.55,16.56
157.270,6.55,16.56
157.320,6.54,16.55
157.370,6.54,16.53
157.420,6.54,16.53
157.470,6.55,16.55
157.520,6.55,16.54
157.570,6.55,16.54
157.620,6.53,16.56
157.670,6.53,16.57
157.720,6.54,16.57
157.770,6.55,16.56
157.820,6.56,16.56
157.870,6.57,16.56
157.920,6.56,16.54
157.970,6.55,16.53
158.020,6.55,16.55
158.070,6.53,16.54
158.120,6.53,16.53
158.170,6.52,16.51
158.220,6.51,16.51
158.270,6.51,16.50
158.320,6.50,16.52
158.370,6.51,16.52
158.420,6.52,16.51
158.470,6.53,16.51
158.580,6.57,16.49
158.630,6.56,16.49
158.680,6.56,16.50
158.730,6.56,16.51
158.780,6.56,16.51
158.830,6.53,16.51
158.880,6.54,16.51
158.930,6.55,16.52
158.980,6.54,16.51
159.030,6.54,16.51
159.080,6.54,16.49
159.130,6.54,16.49
159.180,6.53,16.50
159.230,6.54,16.50
159.280,6.53,16.49
159.330,6.54,16.49
159.380,6.54,16.49
159.430,6.53,16.49
159.480,6.53,16.50
159.530,6.54,16.52
159.580,6.54,16.53
159.630,6.57,16.53
159.680,6.58,16.53
159.730,6.56,16.53
159.780,6.55,16.52
159.830,6.54,16.50
159.950,6.60,16.51
160.000,6.61,16.52
160.050,6.60,16.53
160.100,6.60,16.54
160.150,6.60,16.54
160.200,6.60,16.53
160.250,6.61,16.53
160.300,6.60,16.53
160.350,6.60,16.54
160.400,6.59,16.54
160.450,6.58,16.53
160.500,6.58,16.54
160.550,6.60,16.54
160.600,6.59,16.54
160.650,6.59,16.52
160.700,6.58,16.52
160.750,6.57,16.53
160.800,6.56,16.53
160.850,6.55,16.53
160.900,6.57,16.56
160.950,6.59,16.55
161.000,6.59,16.55
161.050,6.57,16.55
161.100,6.58,16.56
161.150,6.57,16.55
161.200,6.55,16.54
161.310,6.61,16.53
161.360,6.62,16.53
161.410,6.62,16.54
161.460,6.61,16.53
161.510,6.60,16.53
161.560,6.58,16.53
161.610,6.58,16.54
161.660,6.58,16.53
161.710,6.59,16.54
161.760,6.59,16.55
161.810,6.59,16.53
161.860,6.56,16.54
161.910,6.55,16.55
161.960,6.55,16.55
162.010,6.56,16.56
162.060,6.55,16.56
162.110,6.56,16.56
162.160,6.55,16.56
162.210,6.53,16.57
162.260,6.52,16.56
162.310,6.52,16.56
162.360,6.54,16.55
162.410,6.52,16.55
162.460,6.52,16.55
162.510,6.54,16.54
162.560,6.52,16.53
162.670,6.59,16.53
162.720,6.57,16.53
162.770,6.55,16.53
162.820,6.56,16.53
162.870,6.54,16.53
162.920,6.54,16.53
162.970,6.54,16.54
163.020,6.55,16.52
163.070,6.55,16.52
163.120,6.54,16.53
163.170,6.55,16.54
163.220,6.55,16.55
163.270,6.54,16.54
163.320,6.54,16.55
163.370,6.54,16.55
163.420,6.54,16.55
163.470,6.53,16.56
163.520,6.51,16.54
163.570,6.52,16.55
163.620,6.52,16.55
163.670,6.49,16.53
163.720,6.48,16.54
163.770,6.48,16.54
163.820,6.49,16.54
163.870,6.48,16.54
163.920,6.48,16.53
164.030,6.57,16.56
164.080,6.55,16.55
164.130,6.56,16.54
164.180,6.58,16.55
164.230,6.58,16.56
164.280,6.58,16.55
164.330,6.57,16.55
164.380,6.55,16.55
164.430,6.54,16.53
164.480,6.55,16.52
164.530,6.54,16.53
164.580,6.54,16.53
164.630,6.54,16.53
164.680,6.54,16.54
164.730,6.53,16.55
164.780,6.53,16.54
164.830,6.55,16.53
164.880,6.55,16.54
164.930,6.55,16.55
164.980,6.54,16.54
165.030,6.54,16.54
165.080,6.56,16.56
165.130,6.55,16.55
165.180,6.55,16.55
165.230,6.54,16.56
165.280,6.52,16.56
165.410,6.62,16.55
165.460,6.63,16.54
165.510,6.62,16.55
165.560,6.60,16.55
165.610,6.61,16.55
165.660,6.59,16.54
165.710,6.58,16.53
165.760,6.57,16.54
165.810,6.56,16.55
165.860,6.58,16.57
165.910,6.58,16.56
165.960,6.56,16.56
166.010,6.55,16.56
166.060,6.56,16.56
166.110,6.57,16.55
166.160,6.56,16.53
166.210,6.54,16.55
166.260,6.55,16.54
166.310,6.55,16.55
166.360,6.56,16.56
166.410,6.55,16.56
166.460,6.53,16.55
166.510,6.54,16.56
166.560,6.52,16.57
166.610,6.54,16.57
166.660,6.52,16.55
166.930,6.71,16.58
166.980,6.70,16.58
167.030,6.68,16.57
167.080,6.66,16.55
167.130,6.65,16.55
167.180,6.64,16.54
167.230,6.64,16.52
167.280,6.63,16.51
167.330,6.64,16.50
167.380,6.64,16.50
167.430,6.64,16.50
167.480,6.62,16.50
167.530,6.62,16.50
167.580,6.63,16.49
167.630,6.62,16.50
167.680,6.63,16.51
167.730,6.63,16.53
167.780,6.62,16.55
167.830,6.59,16.54
167.880,6.59,16.54
167.930,6.60,16.53
167.980,6.59,16.52
168.030,6.60,16.53
168.080,6.60,16.52
168.130,6.59,16.52
168.180,6.58,16.53
168.280,6.62,16.52
168.330,6.61,16.53
168.380,6.61,16.51
168.430,6.61,16.52
168.480,6.61,16.52
168.530,6.59,16.52
168.580,6.60,16.53
168.630,6.60,16.53
168.680,6.59,16.52
168.730,6.58,16.52
168.780,6.57,16.54
168.830,6.55,16.53
168.880,6.54,16.54
168.930,6.55,16.53
168.980,6.53,16.52
169.030,6.54,16.55
169.080,6.52,16.53
169.130,6.52,16.53
169.180,6.52,16.52
169.230,6.51,16.52
169.280,6.51,16.54
169.330,6.51,16.55
169.380,6.51,16.54
169.430,6.50,16.56
169.480,6.48,16.55
169.530,6.49,16.53
169.640,6.58,16.52
169.690,6.57,16.52
169.740,6.54,16.50
169.790,6.55,16.49
169.840,6.56,16.48
169.890,6.57,16.48
169.940,6.57,16.48
169.990,6.58,16.49
170.040,6.58,16.49
170.090,6.58,16.49
170.140,6.57,16.49
170.190,6.57,16.52
170.240,6.56,16.52
170.290,6.54,16.52
170.340,6.53,16.52
170.390,6.53,16.52
170.440,6.53,16.52
170.490,6.52,16.51
170.540,6.51,16.53
170.590,6.51,16.53
170.640,6.51,16.53
170.690,6.51,16.51
170.740,6.49,16.51
170.790,6.50,16.50
170.840,6.49,16.51
170.890,6.52,16.50
171.000,6.58,16.51
171.050,6.58,16.50
171.100,6.57,16.50
171.150,6.55,16.49
171.200,6.52,16.48
171.250,6.53,16.48
171.300,6.54,16.49
171.350,6.52,16.50
171.400,6.51,16.49
171.450,6.50,16.48
171.500,6.48,16.49
171.550,6.49,16.50
171.600,6.48,16.49
171.650,6.49,16.48
171.700,6.49,16.52
171.750,6.50,16.51
171.800,6.50,16.50
171.850,6.49,16.49
171.900,6.48,16.49
171.950,6.48,16.50
172.000,6.50,16.50
172.050,6.49,16.50
172.100,6.52,16.50
172.150,6.53,16.52
172.200,6.53,16.52
172.250,6.52,16.52
172.370,6.60,16.52
172.420,6.59,16.51
172.470,6.58,16.51
172.520,6.56,16.51
172.570,6.56,16.51
172.620,6.57,16.51
172.670,6.56,16.52
172.720,6.57,16.53
172.770,6.59,16.54
172.820,6.59,16.52
172.870,6.59,16.52
172.920,6.59,16.53
172.970,6.58,16.52
173.020,6.55,16.52
173.070,6.56,16.49
173.120,6.56,16.49
173.170,6.57,16.51
173.220,6.56,16.51
173.270,6.55,16.51
173.320,6.54,16.52
173.370,6.56,16.53
173.420,6.56,16.53
173.470,6.54,16.53
173.520,6.53,16.52
173.570,6.52,16.50
